# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	122887
#@/user_id	6af16447-f9f1-43b9-a6ee-fea5984459fe
huai yi 	懷疑	c=11 d=1 t=109213
huai yi ni 	懷疑你	c=1 d=1.27394e-113 t=103452
huai yun 	懷孕	c=0 d=7.25098e-220 t=103452
huai yun le 	懷孕了	c=1 d=7.28732e-219 t=103452
huan 	幻	c=18 d=1 t=122419
huan 	換	c=69 d=1.00445 t=122884
huan 	歡	c=1 d=1.71398e-133 t=103452
huan 	環	c=2 d=4.92213e-216 t=103452
huan 	還	c=2 d=1.59225e-107 t=103452
huan ba 	換吧	c=1 d=1.87316e-119 t=103452
huan ban ben 	換版本	c=1 d=1.95094e-127 t=103452
huan bao 	環保	c=1 d=7.56041e-05 t=103452
huan bing 	患病	c=1 d=5.45707e-140 t=103452
huan bu shang 	還不上	c=1 d=4.04477e-146 t=103452
huan cheng 	換成	c=12 d=1 t=114064
huan chong 	緩衝	c=1 d=1.95218e-17 t=103452
huan cun 	緩存	c=5 d=0.1 t=119112
huan cun le 	緩存了	c=1 d=1 t=119113
huan cun qu 	緩存區	c=2 d=5.42706e-125 t=103452
huan cuo wu 	換錯誤	c=1 d=4.32477e-110 t=103452
huan dao 	換到	c=3 d=6.9692e-47 t=103452
huan di fang 	換地方	c=1 d=3.04328e-152 t=103452
huan dian nao 	換電腦	c=1 d=4.02199e-109 t=103452
huan diao 	換掉	c=2 d=1.70977e-17 t=103452
huan diao le 	換掉了	c=5 d=2.45067 t=120743
huan ge 	換個	c=8 d=1 t=117446
huan ge jiao du 	換個角度	c=3 d=3.45351e-81 t=103452
huan ge ren 	換個人	c=1 d=7.0642e-118 t=103452
huan gei 	換給	c=1 d=3.2595e-136 t=103452
huan gei 	還給	c=0 d=2.19855e-122 t=103452
huan guo 	換過	c=1 d=2.55035e-132 t=103452
huan guo lai 	換過來	c=1 d=1.09437e-149 t=103452
huan hang 	換行	c=5 d=9.13812e-117 t=103452
huan hang fu 	換行符	c=7 d=1.9474e-47 t=103452
huan hao 	換好	c=0 d=1.07764e-204 t=103452
huan hao le 	換好了	c=1 d=1.08304e-203 t=103452
huan huan 	緩緩	c=1 d=3.28151e-127 t=103452
huan hui 	換回	c=1 d=3.66458e-73 t=103452
huan hui lai 	換回來	c=1 d=8.84063e-110 t=103452
huan ji fen 	換積分	c=2 d=1.97531 t=116251
huan jie 	環節	c=4 d=9.95658e-38 t=103452
huan jie dian 	換節點	c=1 d=4.25432e-152 t=103452
huan jing 	環境	c=70 d=1.00224 t=119543
huan jing bian liang 	環境變量	c=11 d=0.847894 t=103452
huan jue 	幻覺	c=1 d=1.27095e-56 t=103452
huan ke 	換殼	c=1 d=1 t=117283
huan lai 	換來	c=1 d=2.33807e-139 t=103452
huan le 	換了	c=18 d=1 t=120738
huan le 	歡樂	c=1 d=1.00748e-117 t=103452
huan le ge 	換了個	c=3 d=1.41218e-31 t=103452
huan le ma jiang 	換了麻將	c=1 d=1.00246e-117 t=103452
huan le yi ge 	換了一個	c=2 d=1.25156e-81 t=103452
huan liu lan qi 	換瀏覽器	c=1 d=1 t=104458
huan ming zi le 	換名字了	c=1 d=1.34423e-39 t=103452
huan qing 	歡慶	c=0 d=9.81836e-51 t=103452
huan qing 	還清	c=1 d=0.00135358 t=103452
huan sha 	換啥	c=1 d=3.67418e-45 t=103452
huan shang 	換上	c=1 d=1 t=109352
huan shang ba 	換上吧	c=1 d=3.32389e-219 t=103452
huan shi 	環視	c=0 d=4.34308e-190 t=103452
huan shou ji 	換手機	c=2 d=1.82691e-119 t=103452
huan wan 	還完	c=1 d=4.59049e-135 t=103452
huan wei 	換位	c=2 d=1.12731e-145 t=103452
huan xia lai 	換下來	c=3 d=1.1812e-18 t=103452
huan xian 	換線	c=1 d=1 t=111334
huan xiang 	幻想	c=2 d=3.34702e-120 t=103452
huan xiang de 	幻想的	c=1 d=2.36366e-120 t=103452
huan xin 	換新	c=1 d=1 t=122364
huan yi ge 	換一個	c=5 d=1 t=115727
huan yi ge ren 	換一個人	c=1 d=4.80719e-207 t=103452
huan yi tao 	換一套	c=2 d=2.60232e-134 t=103452
huan yi xia 	換一下	c=1 d=1.73161e-77 t=103452
huan yi zhong 	換一種	c=1 d=1.61916e-140 t=103452
huan yi zhong shuo fa 	換一種說法	c=1 d=1.44479e-123 t=103452
huan ying 	歡迎	c=2 d=1.3529e-56 t=103452
huan ying nin 	歡迎您	c=1 d=1.91509e-56 t=103452
huan yuan 	換源	c=21 d=0.1 t=106032
huan yuan 	還原	c=2 d=4.66365e-27 t=103452
huan yuan le ma 	換源了嗎	c=1 d=1 t=106033
huan zhe 	患者	c=7 d=4.7485e-92 t=103452
huan zhong 	換種	c=1 d=2.59188e-28 t=103452
huang 	慌	c=3 d=1 t=115313
huang 	晃	c=1 d=1.67399e-120 t=103452
huang 	黃	c=7 d=9.52964e-19 t=103452
huang bo 	黃渤	c=1 d=7.05009e-212 t=103452
huang de 	黃的	c=1 d=7.04814e-150 t=103452
huang dou 	黃豆	c=1 d=1.99026e-09 t=103452
huang dou ya 	黃豆芽	c=2 d=4.41129e-09 t=103452
huang gu tun 	皇姑屯	c=1 d=1.13443e-72 t=103452
huang gua 	黃瓜	c=1 d=2.05382e-114 t=103452
huang hai 	黃海	c=0 d=2.98159e-118 t=103452
huang hai bo 	黃海波	c=1 d=2.99652e-117 t=103452
huang hou 	皇后	c=0 d=3.10221e-114 t=103452
huang huai 	黃淮	c=1 d=1 t=113201
huang jia 	皇家	c=2 d=9.02217e-192 t=103452
huang jun 	皇軍	c=1 d=4.11262e-224 t=103452
huang lan 	黃藍	c=1 d=2.90541e-136 t=103452
huang lao ban 	黃老闆	c=2 d=5.06876e-07 t=103452
huang le 	慌了	c=1 d=4.55005e-31 t=103452
huang le 	黃了	c=2 d=2.05892e-18 t=103452
huang lian 	黃連	c=0 d=9.15214e-136 t=103452
huang qi 	黃騎	c=2 d=4.24882e-116 t=103452
huang qiu 	黃球	c=1 d=2.62891e-136 t=103452
huang rong 	黃蓉	c=5 d=1.40953e-27 t=103452
huang se 	黃色	c=2 d=3.44963e-09 t=103452
huang xian 	黃先	c=1 d=1.86858e-149 t=103452
huang xian 	黃線	c=4 d=1.05341e-148 t=103452
huang xiang 	黃翔	c=8 d=2.8122e-102 t=103452
huang xing yu 	黃星語	c=6 d=6.03897e-38 t=103452
huang yong 	黃勇	c=7 d=1 t=104327
huang you 	黃油	c=0 d=1.87538e-134 t=103452
huang yu 	黃宇	c=7 d=2.24055 t=115180
huang zhong ren 	黃種人	c=1 d=3.50355e-15 t=103452
hui 	回	c=16 d=1.00142 t=116935
hui 	會	c=256 d=3.32688 t=122576
hui 	灰	c=1 d=5.10653e-153 t=103452
hui ba 	會吧	c=1 d=3.39101e-72 t=103452
hui bao 	彙報	c=2 d=0.199888 t=103452
hui bao yi ge 	會報一個	c=1 d=2.11031e-51 t=103452
hui bei 	會被	c=8 d=1 t=120066
hui beng 	會崩	c=1 d=1.09129e-204 t=103452
hui bian 	彙編	c=3 d=1.95123 t=114849
hui bian 	會變	c=1 d=6.81544e-108 t=103452
hui bu 	會不	c=1 d=9.79112e-223 t=103452
hui bu hui 	會不會	c=18 d=1 t=121885
hui che 	回車	c=8 d=3.53604e-26 t=103452
hui chu cuo 	會出錯	c=1 d=2.12986e-130 t=103452
hui chu mao bing 	會出毛病	c=1 d=5.55407e-112 t=103452
hui chu xian 	會出現	c=1 d=5.27707e-69 t=103452
hui cuo 	會錯	c=0 d=3.76235e-119 t=103452
hui da 	回答	c=4 d=2.05248e-77 t=103452
hui dang 	回檔	c=1 d=2.32686e-18 t=103452
hui dang le 	回檔了	c=1 d=2.60265e-18 t=103452
hui dang zuo 	會當作	c=1 d=1.25237e-118 t=103452
hui dao 	回到	c=3 d=2.13654e-108 t=103452
hui dao zhi 	會導致	c=5 d=1 t=113503
hui de 	會的	c=4 d=2.26842e-48 t=103452
hui diao 	回調	c=0 d=4.78725e-71 t=103452
hui diao han shu 	回調函數	c=1 d=4.81125e-70 t=103452
hui dong 	會動	c=1 d=6.83053e-134 t=103452
hui du 	灰度	c=1 d=7.94102e-24 t=103452
hui fa 	會乏	c=1 d=2.88855e-97 t=103452
hui fa xian 	會發現	c=1 d=0.1 t=109703
hui fu 	回覆	c=8 d=2.65678e-113 t=103452
hui fu 	恢復	c=1 d=1 t=103452
hui fu wo 	回覆我	c=1 d=6.89214e-122 t=103452
hui gei 	會給	c=1 d=1 t=112764
hui gei ta 	會給她	c=1 d=2.33704e-222 t=103452
hui gui 	回歸	c=2 d=5.82554e-36 t=103452
hui guo tou 	會過頭	c=1 d=1 t=116323
hui hao 	會好	c=1 d=3.00765e-43 t=103452
hui hao yi xie 	會好一些	c=1 d=6.75199e-145 t=103452
hui hao yong 	會好用	c=1 d=1.11678e-64 t=103452
hui he 	回合	c=4 d=5.7835e-10 t=103452
hui he ni 	會和你	c=1 d=1.03347e-05 t=103452
hui huan 	迴環	c=10 d=1 t=111751
hui huan dai li 	迴環代理	c=3 d=1 t=111709
hui hui 	回回	c=1 d=1.44352e-142 t=103452
hui jia 	回家	c=6 d=1.96123e-42 t=103452
hui jia le 	回家樂	c=0 d=2.00085e-43 t=103452
hui jian cha 	會檢查	c=2 d=1.88523e-68 t=103452
hui jing 	徽京	c=1 d=2.40782e-220 t=103452
hui ka zai 	會卡在	c=1 d=8.49401e-110 t=103452
hui kao 	會考	c=2 d=0.1 t=117574
hui kao ma 	會考嗎	c=1 d=1 t=117575
hui kui 	回饋	c=1 d=4.34956e-89 t=103452
hui lai 	回來	c=19 d=1.00025 t=108939
hui le 	回了	c=4 d=1 t=121740
hui lu 	迴路	c=1 d=3.86506e-82 t=103452
hui mu di 	回墓地	c=1 d=1 t=106833
hui na ge 	會那個	c=1 d=3.29372e-200 t=103452
hui ni 	回你	c=1 d=1.0439e-123 t=103452
hui pian ni 	會騙你	c=1 d=1.21862e-32 t=103452
hui pu 	惠普	c=2 d=2.30942e-48 t=103452
hui qin shi 	回寢室	c=2 d=1 t=111065
hui qu 	回去	c=23 d=1 t=120528
hui qu 	會去	c=1 d=1.39027e-141 t=103452
hui qu ba 	回去吧	c=1 d=1 t=106832
hui qu xue 	會去學	c=1 d=6.32237e-195 t=103452
hui rang 	會讓	c=2 d=8.43125e-111 t=103452
hui rang ni 	會讓你	c=3 d=8.12907e-64 t=103452
hui ren shi 	會認識	c=1 d=5.66801e-145 t=103452
hui se 	灰色	c=1 d=2.45243e-142 t=103452
hui shen me 	會什麼	c=1 d=1.60007e-118 t=103452
hui shi 	回事	c=2 d=1 t=106977
hui shi 	會是	c=3 d=2.06102e-67 t=103452
hui shi ge 	會是個	c=1 d=6.70504e-63 t=103452
hui shou 	回收	c=1 d=2.9042e-07 t=103452
hui shou zhan 	回收站	c=1 d=1 t=103890
hui shuo 	會說	c=1 d=2.45203e-130 t=103452
hui si 	會死	c=1 d=2.51562e-60 t=103452
hui si de 	會死的	c=1 d=2.52823e-59 t=103452
hui su 	回溯	c=1 d=2.00947e-210 t=103452
hui su she 	回宿舍	c=1 d=3.90445e-113 t=103452
hui tou 	回頭	c=14 d=1.86502 t=117955
hui tu 	回吐	c=1 d=1.69227e-130 t=103452
hui tu 	會吐	c=1 d=1.70073e-130 t=103452
hui tui 	回退	c=1 d=1.09048 t=116806
hui wang 	繪王	c=2 d=1.83817e-07 t=103452
hui wen wo 	會問我	c=1 d=1.00403e-106 t=103452
hui wo 	回我	c=1 d=3.36184e-88 t=103452
hui xian 	灰線	c=1 d=2.53497e-149 t=103452
hui xiang 	迴響	c=0 d=6.15303e-112 t=103452
hui xie zhu 	會協助	c=1 d=1 t=104954
hui xing zhen 	回形針	c=1 d=1.33522e-195 t=103452
hui xiong 	灰熊	c=1 d=2.73696e-198 t=103452
hui xu yao 	會需要	c=2 d=1.52466 t=116460
hui xue xiao 	回學校	c=3 d=2.43267e-135 t=103452
hui ya 	灰鴉	c=2 d=1.39074e-17 t=103452
hui yi 	回憶	c=2 d=1 t=118858
hui yi 	會意	c=0 d=6.72627e-13 t=103452
hui yi 	會議	c=5 d=1.49437e-20 t=103452
hui yi hao 	會議號	c=2 d=1.19738e-31 t=103452
hui yi hui yi 	回憶回憶	c=1 d=4.0157e-120 t=103452
hui yi hui yi 	會議會議	c=1 d=3.99567e-120 t=103452
hui yi li de na ge ren 	回憶裏的那個人	c=1 d=1 t=113641
hui yi shi 	會議室	c=1 d=2.83244e-219 t=103452
hui yin wei 	會因爲	c=1 d=3.6504e-145 t=103452
hui ying 	回應	c=1 d=1.5691e-119 t=103452
hui yong 	會用	c=8 d=2.84485e-06 t=103452
hui you 	會有	c=31 d=1 t=120449
hui you de 	會有的	c=2 d=1.96853e-115 t=103452
hui you ge 	會有個	c=1 d=8.70338e-74 t=103452
hui you ge bie 	會有個別	c=1 d=8.74701e-73 t=103452
hui you jian 	回郵件	c=1 d=8.11642e-222 t=103452
hui you ren 	會有人	c=1 d=7.84763e-120 t=103452
hui you wen ti 	會有問題	c=1 d=6.50204e-113 t=103452
hui you xie 	會有寫	c=1 d=7.25538e-138 t=103452
hui you yi ge 	會有一個	c=1 d=1 t=112785
hui yuan 	會員	c=6 d=5.3683e-06 t=103452
hui zai 	會在	c=5 d=2.57842e-55 t=103452
hui zao cheng 	會造成	c=1 d=3.47152e-54 t=103452
hui zen me yang 	會怎麼樣	c=1 d=7.80924e-33 t=103452
hui zhe wan yi 	會這玩意	c=1 d=2.34173e-128 t=103452
hui zhe yang 	會這樣	c=1 d=1 t=112844
hui zi dong 	會自動	c=1 d=1 t=112021
hun 	婚	c=1 d=1 t=122840
hun 	混	c=2 d=1 t=106117
hun chi 	混吃	c=1 d=5.27999e-193 t=103452
hun dan 	混蛋	c=1 d=3.47814e-47 t=103452
hun fu 	混服	c=3 d=3.73383e-32 t=103452
hun guo qu 	昏過去	c=1 d=1.06315e-132 t=103452
hun guo qu 	混過去	c=1 d=1.06847e-132 t=103452
hun he 	混合	c=2 d=1.73912e-94 t=103452
hun hun 	混混	c=1 d=3.34643e-34 t=103452
hun jin qu 	混進去	c=2 d=8.02114e-133 t=103452
hun sha 	婚紗	c=2 d=7.72289e-108 t=103452
hun shen 	渾身	c=1 d=3.11054e-28 t=103452
hun shen nan shou 	渾身難受	c=1 d=3.12614e-27 t=103452
hun zi 	混子	c=1 d=1.03394e-216 t=103452
huo 	或	c=11 d=1 t=113431
huo 	活	c=7 d=1 t=106302
huo 	火	c=3 d=1 t=119903
huo 	獲	c=5 d=1.00284e-38 t=103452
huo 	貨	c=0 d=0.1 t=105683
huo bao 	火爆	c=0 d=6.24329e-195 t=103452
huo bing 	火病	c=1 d=6.40613e-144 t=103452
huo bu liao 	活不了	c=1 d=1.24684e-66 t=103452
huo bu xia qu 	活不下去	c=1 d=1.07525e-30 t=103452
huo che 	火車	c=1 d=5.49595e-75 t=103452
huo che piao 	火車票	c=0 d=1.77514e-76 t=103452
huo che shang 	火車上	c=1 d=7.21842e-78 t=103452
huo che zhan 	火車站	c=2 d=2.67728e-107 t=103452
huo de 	火的	c=2 d=0.1 t=113339
huo de 	獲得	c=1 d=1 t=113341
huo de cheng jiu 	獲得成就	c=1 d=1.75306e-16 t=103452
huo dong 	活動	c=24 d=1 t=119508
huo fu 	霍夫	c=0 d=1.59686e-213 t=103452
huo gan 	活幹	c=0 d=0.1 t=117980
huo gan de hao 	活幹的好	c=1 d=1 t=117981
huo hao 	活好	c=1 d=4.41622e-209 t=103452
huo hao 	火號	c=1 d=1.37055e-120 t=103452
huo hu 	火狐	c=3 d=2.64543 t=104548
huo jian 	火箭	c=0 d=0.1 t=121110
huo jiang 	獲獎	c=1 d=4.46299e-39 t=103452
huo la la 	貨拉拉	c=1 d=1 t=105684
huo le 	活了	c=0 d=1.05684e-210 t=103452
huo li 	火力	c=1 d=2.59049e-198 t=103452
huo qu 	獲取	c=61 d=1.75183e-48 t=103452
huo qu bu dao 	獲取不到	c=2 d=1.44957e-103 t=103452
huo qu bu liao 	獲取不了	c=1 d=4.19396e-131 t=103452
huo qu le 	獲取了	c=1 d=1.26863e-152 t=103452
huo qu tui wen 	獲取推文	c=1 d=3.833e-131 t=103452
huo re 	火熱	c=1 d=8.2153e-188 t=103452
huo shan 	火山	c=0 d=5.0141e-145 t=103452
huo shen 	火神	c=1 d=2.79006e-130 t=103452
huo shi yong 	或使用	c=1 d=5.53201e-124 t=103452
huo xing 	活性	c=1 d=1 t=113962
huo xing 	火星	c=2 d=1 t=114436
huo xing jiu yuan 	火星救援	c=1 d=1.59539e-113 t=103452
huo xing le 	火星了	c=2 d=2.33599e-11 t=103452
huo xu 	或許	c=1 d=1 t=113256
huo xue huo yong 	活學活用	c=2 d=1 t=110801
huo yan 	火焰	c=0 d=1.37055e-121 t=103452
huo yan tu 	火焰兔	c=1 d=1.37742e-120 t=103452
huo ye 	活頁	c=4 d=1.81109 t=109356
huo yin qi 	火引起	c=1 d=6.60121e-144 t=103452
huo yue 	活躍	c=4 d=4.95362e-07 t=103452
huo zhe 	或者	c=84 d=1.05268 t=120349
huo zhe 	活着	c=2 d=1.99501 t=115489
huo zhe me duo nian 	或這麼多年	c=1 d=1.9559e-10 t=103452
huo zhe shuo 	或者說	c=3 d=1 t=112217
huo zhu 	活豬	c=1 d=1.8696e-126 t=103452
huo zi 	火子	c=1 d=6.43358e-18 t=103452
huo zi ge 	火子哥	c=4 d=1.62246e-17 t=103452
ji 	即	c=5 d=1.21726e-108 t=103452
ji 	及	c=12 d=1.85054e-35 t=103452
ji 	吉	c=1 d=1 t=115646
ji 	奇	c=0 d=0.1 t=120236
ji 	姬	c=1 d=5.52149e-132 t=103452
ji 	寄	c=16 d=1.00003 t=107773
ji 	幾	c=4 d=1 t=119876
ji 	急	c=2 d=7.98762e-34 t=103452
ji 	擊	c=1 d=1.55446e-219 t=103452
ji 	擠	c=3 d=1.00335 t=107745
ji 	機	c=11 d=1 t=109878
ji 	祭	c=0 d=1.86755e-26 t=103452
ji 	積	c=4 d=2.15178 t=116486
ji 	級	c=27 d=1.25722 t=119875
ji 	藉	c=1 d=3.51082e-10 t=103452
ji 	記	c=8 d=1.71534 t=122478
ji 	集	c=3 d=9.42124e-124 t=103452
ji 	雞	c=3 d=2.08298e-114 t=103452
ji ba 	幾把	c=2 d=4.96738e-34 t=103452
ji bai 	幾百	c=1 d=0.1 t=109288
ji bai dao 	幾百道	c=1 d=6.18013e-192 t=103452
ji bai hang 	幾百行	c=1 d=8.6013e-140 t=103452
ji bai ti 	幾百題	c=1 d=9.72076e-197 t=103452
ji bai ye 	幾百頁	c=1 d=1 t=109289
ji bei 	幾倍	c=0 d=2.96644e-205 t=103452
ji ben 	基本	c=69 d=1 t=111077
ji ben 	幾本	c=2 d=1.01844e-86 t=103452
ji ben de 	基本的	c=2 d=8.48533e-98 t=103452
ji ben shang 	基本上	c=3 d=1 t=120787
ji ben su yang 	基本素養	c=2 d=1.0047e-54 t=103452
ji bi ji 	記筆記	c=3 d=1 t=108906
ji bi ji ba 	記筆記吧	c=1 d=1.81904e-127 t=103452
ji bian 	幾遍	c=0 d=5.7658e-112 t=103452
ji bie 	級別	c=12 d=1 t=112973
ji bie gao 	級別高	c=1 d=2.37422e-143 t=103452
ji bing 	疾病	c=4 d=1.57146e-53 t=103452
ji bu 	既不	c=1 d=6.09641e-208 t=103452
ji bu ji 	急不急	c=1 d=2.24296e-121 t=103452
ji bu qing 	記不清	c=1 d=5.6313e-99 t=103452
ji bu qing le 	記不清了	c=1 d=5.65952e-98 t=103452
ji bu zhu 	記不住	c=3 d=1 t=108715
ji chang 	機場	c=9 d=1 t=121185
ji che 	機車	c=2 d=5.04546e-139 t=103452
ji cheng 	即成	c=0 d=3.06863e-133 t=103452
ji cheng 	繼承	c=4 d=1 t=108873
ji cheng 	集成	c=3 d=1 t=121466
ji chu 	基礎	c=30 d=1.00016 t=119096
ji chu ban 	基礎版	c=2 d=1 t=118703
ji chu guo guan 	基礎過關	c=1 d=1.99842e-204 t=103452
ji chu lai 	積出來	c=1 d=1 t=115997
ji chu qu 	寄出去	c=1 d=1.43013e-150 t=103452
ji chu shang 	基礎上	c=6 d=0.0219278 t=103452
ji chu shu ju jie gou 	基礎數據結構	c=1 d=1 t=107573
ji chu ti 	基礎題	c=1 d=2.64643e-214 t=103452
ji chu zhi shi 	基礎知識	c=3 d=7.24697e-95 t=103452
ji ci 	幾次	c=10 d=0.1 t=122838
ji cun qi 	寄存器	c=1 d=1 t=114855
ji cuo 	記錯	c=0 d=0.1 t=106466
ji cuo le 	記錯了	c=1 d=1 t=106467
ji da 	吉大	c=1 d=1.17256e-108 t=103452
ji da 	極大	c=3 d=2.74076e-38 t=103452
ji da wu guan zu 	極大無關組	c=1 d=4.39794e-219 t=103452
ji dan 	雞蛋	c=1 d=4.97399e-79 t=103452
ji dao 	寄到	c=1 d=0.000808767 t=103452
ji de 	記得	c=23 d=1 t=122439
ji de 	記的	c=1 d=1 t=117002
ji de huang 	急得慌	c=1 d=3.75941e-197 t=103452
ji de le 	記得了	c=1 d=1.05016e-17 t=103452
ji de qi lai 	記得起來	c=1 d=7.13573e-207 t=103452
ji de xi tou 	記得洗頭	c=1 d=1.3319e-107 t=103452
ji di 	基地	c=1 d=2.74113e-69 t=103452
ji dian 	幾點	c=8 d=1.00014 t=108631
ji dian 	機電	c=3 d=6.04332e-44 t=103452
ji dian 	績點	c=6 d=1.91586e-133 t=103452
ji dian chi 	幾點吃	c=1 d=5.61794e-217 t=103452
ji dian qi 	幾點起	c=1 d=1 t=107323
ji dian shui 	幾點睡	c=1 d=1.85553e-96 t=103452
ji dong 	幾棟	c=0 d=5.50085e-88 t=103452
ji dong 	悸動	c=1 d=1.03499e-81 t=103452
ji dong 	激動	c=3 d=1 t=119995
ji du 	極度	c=0 d=0.1 t=117058
ji du fen nu de zhuang tai xia 	極度憤怒的狀態下	c=1 d=1 t=117059
ji duan 	極端	c=5 d=1.64932e-118 t=103452
ji dui 	幾對	c=1 d=6.14805e-219 t=103452
ji e 	極惡	c=1 d=1.92299e-75 t=103452
ji er 	基爾	c=0 d=1.59686e-213 t=103452
ji er 	雞兒	c=3 d=1 t=114444
ji er huo fu 	基爾霍夫	c=2 d=1 t=117574
ji fang 	己方	c=1 d=1 t=113557
ji fang 	機房	c=1 d=5.4835e-138 t=103452
ji fei 	計費	c=1 d=1.20404e-08 t=103452
ji fen 	幾分	c=1 d=1.72414e-85 t=103452
ji fen 	積分	c=15 d=1 t=122748
ji fen fa 	積分法	c=0 d=1.39592e-219 t=103452
ji fen zhong 	幾分鐘	c=2 d=1 t=111204
ji feng 	機鋒	c=1 d=5.11241e-49 t=103452
ji ge 	及格	c=2 d=5.12984e-89 t=103452
ji ge 	幾個	c=52 d=1.23232 t=121278
ji ge 	雞哥	c=3 d=7.28649e-151 t=103452
ji ge ren 	幾個人	c=1 d=5.07414e-137 t=103452
ji ge wen ti 	幾個問題	c=1 d=9.63808e-126 t=103452
ji ge xiao shi 	幾個小時	c=1 d=2.73703e-22 t=103452
ji ge yue 	幾個月	c=3 d=0.021023 t=103452
ji ge yue ne 	幾個月呢	c=1 d=0.196912 t=103452
ji ge zi 	幾個字	c=2 d=9.31957e-113 t=103452
ji gei 	寄給	c=0 d=3.25517e-92 t=103452
ji gei ni men 	寄給你們	c=1 d=3.27148e-91 t=103452
ji gei wo 	寄給我	c=2 d=6.04391e-77 t=103452
ji gou 	機構	c=5 d=1 t=115580
ji guan 	籍貫	c=1 d=2.23853e-39 t=103452
ji guo lai 	寄過來	c=4 d=1 t=117410
ji guo qu 	寄過去	c=2 d=1.02709e-122 t=103452
ji han shu 	奇函數	c=2 d=1.99501 t=120238
ji han shu 	積函數	c=1 d=1 t=116487
ji hang 	幾行	c=0 d=2.85922e-125 t=103452
ji hao 	幾號	c=2 d=1.12931e-107 t=103452
ji hao 	記號	c=1 d=3.92736e-123 t=103452
ji he 	幾何	c=1 d=4.23657e-191 t=103452
ji he 	集合	c=4 d=1.26032 t=113635
ji hei 	極黑	c=1 d=8.90075e-219 t=103452
ji hu 	幾乎	c=6 d=1 t=115027
ji hua 	計劃	c=7 d=9.44332e-33 t=103452
ji hua shu 	計劃書	c=1 d=2.14113e-192 t=103452
ji hui 	寄回	c=0 d=8.65232e-93 t=103452
ji hui 	機會	c=16 d=1.00001 t=120185
ji hui duo 	機會多	c=1 d=2.58493e-114 t=103452
ji hui jia 	寄回家	c=2 d=1.47109e-89 t=103452
ji hui lai le 	機會來了	c=1 d=2.70697e-186 t=103452
ji huo 	激活	c=7 d=1 t=122385
ji huo han shu 	激活函數	c=1 d=4.88864e-140 t=103452
ji ji 	積極	c=3 d=5.94835e-26 t=103452
ji ji xing 	積極性	c=1 d=5.92449e-195 t=103452
ji jia 	幾家	c=1 d=1 t=104821
ji jia 	機甲	c=1 d=6.50731e-05 t=103452
ji jian 	擊劍	c=8 d=1.98407 t=114448
ji jiang 	即將	c=1 d=1.05171e-93 t=103452
ji jie 	季節	c=0 d=0.1 t=109622
ji jie ke 	幾節課	c=0 d=1.57532e-24 t=103452
ji jin 	基金	c=2 d=1.08416 t=105856
ji jing 	寂靜	c=1 d=1 t=110247
ji ju hua 	幾句話	c=2 d=6.34042e-111 t=103452
ji ke 	即可	c=2 d=6.3637e-199 t=103452
ji ke 	計科	c=4 d=9.48881e-98 t=103452
ji ke 	飢渴	c=0 d=2.45576e-12 t=103452
ji ke le 	飢渴了	c=1 d=2.46807e-11 t=103452
ji kuai 	幾塊	c=1 d=1.25647e-127 t=103452
ji kuan 	幾款	c=1 d=5.99155e-151 t=103452
ji lao 	基佬	c=1 d=1.80204e-193 t=103452
ji le 	寄了	c=1 d=5.30928e-23 t=103452
ji le 	極了	c=0 d=6.56669e-54 t=103452
ji lei 	積累	c=2 d=0.1 t=105898
ji li 	吉利	c=1 d=3.05415e-47 t=103452
ji li mi 	幾釐米	c=1 d=1.38362e-114 t=103452
ji lie 	激烈	c=2 d=1.09608 t=122782
ji lu 	記錄	c=39 d=1.98992e-07 t=103452
ji lu ce 	記錄冊	c=1 d=4.31229e-76 t=103452
ji lu xia lai 	記錄下來	c=1 d=1 t=113617
ji lv 	機率	c=3 d=1.86688e-82 t=103452
ji mi 	機密	c=0 d=6.64469e-134 t=103452
ji mo 	寂寞	c=1 d=8.12794e-34 t=103452
ji mo le 	寂寞了	c=1 d=8.16869e-33 t=103452
ji neng 	技能	c=9 d=6.02427e-12 t=103452
ji neng ti xi 	技能體系	c=1 d=1.58593e-190 t=103452
ji nian 	幾年	c=3 d=7.38984e-60 t=103452
ji nian 	紀念	c=2 d=2.16646e-07 t=103452
ji nian ri 	紀念日	c=1 d=1 t=118932
ji ou 	奇偶	c=3 d=8.20118e-112 t=103452
ji ou ye 	奇偶頁	c=4 d=4.78043e-112 t=103452
ji pao 	機炮	c=1 d=1.1456e-99 t=103452
ji pian 	幾片	c=1 d=4.39238e-116 t=103452
ji piao 	機票	c=4 d=1.41926e-74 t=103452
ji qi 	及其	c=1 d=4.218e-110 t=103452
ji qi 	機器	c=14 d=0.1 t=114783
ji qi de 	機器的	c=1 d=2.74338e-108 t=103452
ji qi ji 	機器級	c=3 d=1.8311 t=114812
ji qi jiang zhong 	機器降重	c=1 d=2.44302e-38 t=103452
ji qi ren 	機器人	c=7 d=1 t=122085
ji qi ren le 	機器人了	c=1 d=5.62099e-194 t=103452
ji qi shang 	機器上	c=1 d=9.97928e-06 t=103452
ji qi shu 	機器數	c=2 d=1.97045 t=114790
ji qi xue xi 	機器學習	c=20 d=2.77769e-05 t=103452
ji qian 	幾千	c=4 d=1 t=105605
